No,Date,Start_time,End_time,hall,Now_show
109,2021-11-09,8:00:00,10:01:02,1,LionKing
110,2021-11-09,11:00:00,13:10:20,1,Anabelle
111,2021-11-09,14:00:00,15:45:30,1,Rio
112,2021-11-09,17:00:00,19:10:20,1,Anabelle
113,2021-11-09,20:00:00,21:45:30,1,Rio
114,2021-11-09,22:00:00,"1 day, 0:10:20",1,Anabelle
115,2021-11-09,8:00:00,10:10:20,2,Anabelle
116,2021-11-09,11:00:00,13:01:02,2,LionKing
117,2021-11-09,14:00:00,16:10:20,2,Anabelle
118,2021-11-09,17:00:00,19:01:02,2,LionKing
119,2021-11-09,20:00:00,22:01:02,2,LionKing
120,2021-11-09,22:00:00,23:45:30,2,Rio
121,2021-11-10,8:00:00,9:45:30,1,Rio
122,2021-11-10,11:00:00,13:01:02,1,LionKing
123,2021-11-10,14:00:00,16:10:20,1,Anabelle
124,2021-11-10,17:00:00,18:45:30,1,Rio
125,2021-11-10,20:00:00,21:45:30,1,Rio
126,2021-11-10,22:00:00,"1 day, 0:10:20",1,Anabelle
127,2021-11-10,8:00:00,10:01:02,2,LionKing
128,2021-11-10,11:00:00,13:01:02,2,LionKing
129,2021-11-10,14:00:00,16:01:02,2,LionKing
130,2021-11-10,17:00:00,18:45:30,2,Rio
131,2021-11-10,20:00:00,21:45:30,2,Rio
132,2021-11-10,22:00:00,"1 day, 0:01:02",2,LionKing
133,2021-11-11,8:00:00,9:45:30,1,Rio
134,2021-11-11,11:00:00,12:45:30,1,Rio
135,2021-11-11,14:00:00,15:45:30,1,Rio
136,2021-11-11,17:00:00,19:01:02,1,LionKing
137,2021-11-11,20:00:00,22:10:20,1,Anabelle
138,2021-11-11,22:00:00,"1 day, 0:01:02",1,LionKing
139,2021-11-11,8:00:00,10:10:20,2,Anabelle
140,2021-11-11,11:00:00,13:10:20,2,Anabelle
141,2021-11-11,14:00:00,16:01:02,2,LionKing
142,2021-11-11,17:00:00,19:10:20,2,Anabelle
143,2021-11-11,20:00:00,21:45:30,2,Rio
144,2021-11-11,22:00:00,"1 day, 0:10:20",2,Anabelle
145,2021-11-12,8:00:00,9:45:30,1,Rio
146,2021-11-12,11:00:00,13:10:20,1,Anabelle
147,2021-11-12,14:00:00,16:10:20,1,Anabelle
148,2021-11-12,17:00:00,19:10:20,1,Anabelle
149,2021-11-12,20:00:00,22:01:02,1,LionKing
150,2021-11-12,22:00:00,"1 day, 0:10:20",1,Anabelle
151,2021-11-12,8:00:00,10:10:20,2,Anabelle
152,2021-11-12,11:00:00,13:01:02,2,LionKing
153,2021-11-12,14:00:00,16:10:20,2,Anabelle
154,2021-11-12,17:00:00,19:01:02,2,LionKing
155,2021-11-12,20:00:00,22:10:20,2,Anabelle
156,2021-11-12,22:00:00,23:45:30,2,Rio
157,2021-11-13,8:00:00,10:10:20,1,Anabelle
158,2021-11-13,11:00:00,13:01:02,1,LionKing
159,2021-11-13,14:00:00,16:10:20,1,Anabelle
160,2021-11-13,17:00:00,18:45:30,1,Rio
161,2021-11-13,20:00:00,21:45:30,1,Rio
162,2021-11-13,22:00:00,23:45:30,1,Rio
163,2021-11-13,8:00:00,10:10:20,2,Anabelle
164,2021-11-13,11:00:00,12:45:30,2,Rio
165,2021-11-13,14:00:00,15:45:30,2,Rio
166,2021-11-13,17:00:00,18:45:30,2,Rio
167,2021-11-13,20:00:00,21:45:30,2,Rio
168,2021-11-13,22:00:00,"1 day, 0:10:20",2,Anabelle
169,2021-11-14,8:00:00,10:10:20,1,Anabelle
170,2021-11-14,11:00:00,13:01:02,1,LionKing
171,2021-11-14,14:00:00,15:45:30,1,Rio
172,2021-11-14,17:00:00,19:10:20,1,Anabelle
173,2021-11-14,20:00:00,22:10:20,1,Anabelle
174,2021-11-14,22:00:00,"1 day, 0:10:20",1,Anabelle
175,2021-11-14,8:00:00,9:45:30,2,Rio
176,2021-11-14,11:00:00,12:45:30,2,Rio
177,2021-11-14,14:00:00,16:01:02,2,LionKing
178,2021-11-14,17:00:00,18:45:30,2,Rio
179,2021-11-14,20:00:00,22:10:20,2,Anabelle
180,2021-11-14,22:00:00,23:45:30,2,Rio
181,2021-11-15,8:00:00,10:01:02,1,LionKing
182,2021-11-15,11:00:00,12:45:30,1,Rio
183,2021-11-15,14:00:00,16:01:02,1,LionKing
184,2021-11-15,17:00:00,19:10:20,1,Anabelle
185,2021-11-15,20:00:00,22:01:02,1,LionKing
186,2021-11-15,22:00:00,"1 day, 0:10:20",1,Anabelle
187,2021-11-15,8:00:00,10:10:20,2,Anabelle
188,2021-11-15,11:00:00,12:45:30,2,Rio
189,2021-11-15,14:00:00,16:10:20,2,Anabelle
190,2021-11-15,17:00:00,19:01:02,2,LionKing
191,2021-11-15,20:00:00,22:10:20,2,Anabelle
192,2021-11-15,22:00:00,"1 day, 0:10:20",2,Anabelle
193,2021-11-16,8:00:00,10:10:20,1,Anabelle
194,2021-11-16,11:00:00,13:10:20,1,Anabelle
195,2021-11-16,14:00:00,16:01:02,1,LionKing
196,2021-11-16,17:00:00,19:10:20,1,Anabelle
197,2021-11-16,20:00:00,22:01:02,1,LionKing
198,2021-11-16,22:00:00,"1 day, 0:10:20",1,Anabelle
199,2021-11-16,8:00:00,10:10:20,2,Anabelle
200,2021-11-16,11:00:00,13:10:20,2,Anabelle
201,2021-11-16,14:00:00,15:45:30,2,Rio
202,2021-11-16,17:00:00,19:10:20,2,Anabelle
203,2021-11-16,20:00:00,22:01:02,2,LionKing
204,2021-11-16,22:00:00,"1 day, 0:10:20",2,Anabelle
205,2021-11-17,8:00:00,9:45:30,1,Rio
206,2021-11-17,11:00:00,13:01:02,1,LionKing
207,2021-11-17,14:00:00,16:01:02,1,LionKing
208,2021-11-17,17:00:00,19:10:20,1,Anabelle
209,2021-11-17,20:00:00,22:10:20,1,Anabelle
210,2021-11-17,22:00:00,"1 day, 0:01:02",1,LionKing
211,2021-11-17,8:00:00,10:01:02,2,LionKing
212,2021-11-17,11:00:00,12:45:30,2,Rio
213,2021-11-17,14:00:00,16:10:20,2,Anabelle
214,2021-11-17,17:00:00,19:10:20,2,Anabelle
215,2021-11-17,20:00:00,22:10:20,2,Anabelle
216,2021-11-17,22:00:00,23:45:30,2,Rio
217,2021-11-18,8:00:00,10:01:02,1,LionKing
218,2021-11-18,11:00:00,12:45:30,1,Rio
219,2021-11-18,14:00:00,16:01:02,1,LionKing
220,2021-11-18,17:00:00,19:10:20,1,Anabelle
221,2021-11-18,20:00:00,22:01:02,1,LionKing
222,2021-11-18,22:00:00,"1 day, 0:10:20",1,Anabelle
223,2021-11-18,8:00:00,10:10:20,2,Anabelle
224,2021-11-18,11:00:00,13:10:20,2,Anabelle
225,2021-11-18,14:00:00,16:10:20,2,Anabelle
226,2021-11-18,17:00:00,19:01:02,2,LionKing
227,2021-11-18,20:00:00,22:01:02,2,LionKing
228,2021-11-18,22:00:00,"1 day, 0:01:02",2,LionKing
229,2021-11-19,8:00:00,10:01:02,1,LionKing
230,2021-11-19,11:00:00,12:45:30,1,Rio
231,2021-11-19,14:00:00,16:01:02,1,LionKing
232,2021-11-19,17:00:00,19:10:20,1,Anabelle
233,2021-11-19,20:00:00,22:01:02,1,LionKing
234,2021-11-19,22:00:00,"1 day, 0:01:02",1,LionKing
235,2021-11-19,8:00:00,9:45:30,2,Rio
236,2021-11-19,11:00:00,13:10:20,2,Anabelle
237,2021-11-19,14:00:00,16:01:02,2,LionKing
238,2021-11-19,17:00:00,18:45:30,2,Rio
239,2021-11-19,20:00:00,22:01:02,2,LionKing
240,2021-11-19,22:00:00,23:45:30,2,Rio
241,2021-11-20,8:00:00,10:10:20,1,Anabelle
242,2021-11-20,11:00:00,13:01:02,1,LionKing
243,2021-11-20,14:00:00,16:01:02,1,LionKing
244,2021-11-20,17:00:00,19:10:20,1,Anabelle
245,2021-11-20,20:00:00,22:10:20,1,Anabelle
246,2021-11-20,22:00:00,23:45:30,1,Rio
247,2021-11-20,8:00:00,10:10:20,2,Anabelle
248,2021-11-20,11:00:00,12:45:30,2,Rio
249,2021-11-20,14:00:00,16:01:02,2,LionKing
250,2021-11-20,17:00:00,19:10:20,2,Anabelle
251,2021-11-20,20:00:00,21:45:30,2,Rio
252,2021-11-20,22:00:00,"1 day, 0:01:02",2,LionKing
253,2021-11-21,8:00:00,10:10:20,1,Anabelle
254,2021-11-21,11:00:00,13:01:02,1,LionKing
255,2021-11-21,14:00:00,16:10:20,1,Anabelle
256,2021-11-21,17:00:00,19:01:02,1,LionKing
257,2021-11-21,20:00:00,22:01:02,1,LionKing
258,2021-11-21,22:00:00,23:45:30,1,Rio
259,2021-11-21,8:00:00,10:10:20,2,Anabelle
260,2021-11-21,11:00:00,12:45:30,2,Rio
261,2021-11-21,14:00:00,15:45:30,2,Rio
262,2021-11-21,17:00:00,19:10:20,2,Anabelle
263,2021-11-21,20:00:00,22:01:02,2,LionKing
264,2021-11-21,22:00:00,"1 day, 0:01:02",2,LionKing
265,2021-11-22,8:00:00,9:45:30,1,Rio
266,2021-11-22,11:00:00,13:10:20,1,Anabelle
267,2021-11-22,14:00:00,16:01:02,1,LionKing
268,2021-11-22,17:00:00,18:45:30,1,Rio
269,2021-11-22,20:00:00,21:45:30,1,Rio
270,2021-11-22,22:00:00,"1 day, 0:10:20",1,Anabelle
271,2021-11-22,8:00:00,9:45:30,2,Rio
272,2021-11-22,11:00:00,13:01:02,2,LionKing
273,2021-11-22,14:00:00,16:01:02,2,LionKing
274,2021-11-22,17:00:00,18:45:30,2,Rio
275,2021-11-22,20:00:00,21:45:30,2,Rio
276,2021-11-22,22:00:00,"1 day, 0:10:20",2,Anabelle
277,2021-11-23,8:00:00,10:01:02,1,LionKing
278,2021-11-23,11:00:00,12:45:30,1,Rio
279,2021-11-23,14:00:00,16:01:02,1,LionKing
280,2021-11-23,17:00:00,19:10:20,1,Anabelle
281,2021-11-23,20:00:00,21:45:00,1,Frozen
282,2021-11-23,22:00:00,23:45:30,1,Rio
283,2021-11-23,8:00:00,10:10:20,2,Anabelle
284,2021-11-23,11:00:00,13:01:02,2,LionKing
285,2021-11-23,14:00:00,16:01:02,2,LionKing
286,2021-11-23,17:00:00,19:10:20,2,Anabelle
287,2021-11-23,20:00:00,22:10:20,2,Anabelle
288,2021-11-23,22:00:00,23:45:30,2,Rio
289,2021-11-24,8:00:00,10:01:02,1,LionKing
290,2021-11-24,11:00:00,13:01:02,1,LionKing
291,2021-11-24,14:00:00,15:45:30,1,Rio
292,2021-11-24,17:00:00,19:01:02,1,LionKing
293,2021-11-24,20:00:00,21:45:30,1,Rio
294,2021-11-24,22:00:00,23:45:00,1,Frozen
295,2021-11-24,8:00:00,9:45:00,2,Frozen
296,2021-11-24,11:00:00,12:45:30,2,Rio
297,2021-11-24,14:00:00,15:45:00,2,Frozen
298,2021-11-24,17:00:00,19:01:02,2,LionKing
299,2021-11-24,20:00:00,21:45:00,2,Frozen
300,2021-11-24,22:00:00,23:45:00,2,Frozen
301,2021-11-25,8:00:00,9:45:00,1,Frozen
302,2021-11-25,11:00:00,12:45:30,1,Rio
303,2021-11-25,14:00:00,15:45:30,1,Rio
304,2021-11-25,17:00:00,19:01:02,1,LionKing
305,2021-11-25,20:00:00,22:10:20,1,Anabelle
306,2021-11-25,22:00:00,23:45:30,1,Rio
307,2021-11-25,8:00:00,10:01:02,2,LionKing
308,2021-11-25,11:00:00,12:45:00,2,Frozen
309,2021-11-25,14:00:00,16:10:20,2,Anabelle
310,2021-11-25,17:00:00,19:10:20,2,Anabelle
311,2021-11-25,20:00:00,21:45:00,2,Frozen
312,2021-11-25,22:00:00,"1 day, 0:10:20",2,Anabelle
313,2021-11-26,8:00:00,9:45:00,1,Frozen
314,2021-11-26,11:00:00,12:45:00,1,Frozen
315,2021-11-26,14:00:00,16:10:20,1,Anabelle
316,2021-11-26,17:00:00,19:10:20,1,Anabelle
317,2021-11-26,20:00:00,22:10:20,1,Anabelle
318,2021-11-26,22:00:00,"1 day, 0:10:20",1,Anabelle
319,2021-11-26,8:00:00,9:45:00,2,Frozen
320,2021-11-26,11:00:00,12:45:00,2,Frozen
321,2021-11-26,14:00:00,15:45:30,2,Rio
322,2021-11-26,17:00:00,19:10:20,2,Anabelle
323,2021-11-26,20:00:00,22:10:20,2,Anabelle
324,2021-11-26,22:00:00,23:45:30,2,Rio
325,2021-11-27,8:00:00,9:45:30,1,Rio
326,2021-11-27,11:00:00,13:12:05,1,Ironman
327,2021-11-27,14:00:00,16:12:05,1,Ironman
328,2021-11-27,17:00:00,19:10:20,1,Anabelle
329,2021-11-27,20:00:00,22:10:20,1,Anabelle
330,2021-11-27,22:00:00,23:45:00,1,Frozen
331,2021-11-27,8:00:00,10:12:05,2,Ironman
332,2021-11-27,11:00:00,12:45:00,2,Frozen
333,2021-11-27,14:00:00,16:10:20,2,Anabelle
334,2021-11-27,17:00:00,19:12:05,2,Ironman
335,2021-11-27,20:00:00,21:45:00,2,Frozen
336,2021-11-27,22:00:00,"1 day, 0:12:05",2,Ironman
337,2021-11-28,8:00:00,10:10:20,1,Anabelle
338,2021-11-28,11:00:00,13:12:05,1,Ironman
339,2021-11-28,14:00:00,16:12:05,1,Ironman
340,2021-11-28,17:00:00,19:10:20,1,Anabelle
341,2021-11-28,20:00:00,21:45:00,1,Frozen
342,2021-11-28,22:00:00,23:45:00,1,Frozen
343,2021-11-28,8:00:00,10:10:20,2,Anabelle
344,2021-11-28,11:00:00,13:12:05,2,Ironman
345,2021-11-28,14:00:00,15:45:30,2,Rio
346,2021-11-28,17:00:00,19:12:05,2,Ironman
347,2021-11-28,20:00:00,21:45:00,2,Frozen
348,2021-11-28,22:00:00,"1 day, 0:10:20",2,Anabelle
349,2021-11-29,8:00:00,9:45:00,1,Frozen
350,2021-11-29,11:00:00,12:45:30,1,Rio
351,2021-11-29,14:00:00,16:10:20,1,Anabelle
352,2021-11-29,17:00:00,19:12:05,1,Ironman
353,2021-11-29,20:00:00,22:12:05,1,Ironman
354,2021-11-29,22:00:00,"1 day, 0:12:05",1,Ironman
355,2021-11-29,8:00:00,10:10:20,2,Anabelle
356,2021-11-29,11:00:00,13:12:05,2,Ironman
357,2021-11-29,14:00:00,16:12:05,2,Ironman
358,2021-11-29,17:00:00,18:45:00,2,Frozen
359,2021-11-29,20:00:00,22:10:20,2,Anabelle
360,2021-11-29,22:00:00,"1 day, 0:12:05",2,Ironman
361,2021-11-30,8:00:00,9:45:30,1,Rio
362,2021-11-30,11:00:00,12:45:30,1,Rio
363,2021-11-30,14:00:00,16:12:05,1,Ironman
364,2021-11-30,17:00:00,18:45:30,1,Rio
365,2021-11-30,20:00:00,21:45:00,1,Frozen
366,2021-11-30,22:00:00,23:45:00,1,Frozen
367,2021-11-30,8:00:00,10:12:05,2,Ironman
368,2021-11-30,11:00:00,13:12:05,2,Ironman
369,2021-11-30,14:00:00,15:45:30,2,Rio
370,2021-11-30,17:00:00,18:45:00,2,Frozen
371,2021-11-30,20:00:00,21:45:30,2,Rio
372,2021-11-30,22:00:00,23:45:00,2,Frozen
373,2021-12-01,8:00:00,10:10:20,1,Anabelle
374,2021-12-01,11:00:00,13:12:05,1,Ironman
375,2021-12-01,14:00:00,15:45:00,1,Frozen
376,2021-12-01,17:00:00,18:45:00,1,Frozen
377,2021-12-01,20:00:00,21:45:00,1,Frozen
378,2021-12-01,22:00:00,"1 day, 0:12:05",1,Ironman
379,2021-12-01,8:00:00,10:10:20,2,Anabelle
380,2021-12-01,11:00:00,13:12:05,2,Ironman
381,2021-12-01,14:00:00,15:45:00,2,Frozen
382,2021-12-01,17:00:00,18:45:00,2,Frozen
383,2021-12-01,20:00:00,22:12:05,2,Ironman
384,2021-12-01,22:00:00,23:45:00,2,Frozen
385,2021-12-02,8:00:00,9:45:30,1,Rio
386,2021-12-02,11:00:00,12:45:30,1,Rio
387,2021-12-02,14:00:00,16:12:05,1,Ironman
388,2021-12-02,17:00:00,19:12:05,1,Ironman
389,2021-12-02,20:00:00,21:45:30,1,Rio
390,2021-12-02,22:00:00,23:45:00,1,Frozen
391,2021-12-02,8:00:00,9:45:30,2,Rio
392,2021-12-02,11:00:00,13:10:20,2,Anabelle
393,2021-12-02,14:00:00,15:45:00,2,Frozen
394,2021-12-02,17:00:00,19:12:05,2,Ironman
395,2021-12-02,20:00:00,21:45:00,2,Frozen
396,2021-12-02,22:00:00,"1 day, 0:12:05",2,Ironman
397,2021-12-03,8:00:00,9:45:30,1,Rio
398,2021-12-03,11:00:00,13:12:05,1,Ironman
399,2021-12-03,14:00:00,15:45:30,1,Rio
400,2021-12-03,17:00:00,18:45:30,1,Rio
401,2021-12-03,20:00:00,22:10:20,1,Anabelle
402,2021-12-03,22:00:00,"1 day, 0:10:20",1,Anabelle
403,2021-12-03,8:00:00,9:45:00,2,Frozen
404,2021-12-03,11:00:00,13:12:05,2,Ironman
405,2021-12-03,14:00:00,15:45:30,2,Rio
406,2021-12-03,17:00:00,18:45:30,2,Rio
407,2021-12-03,20:00:00,22:12:05,2,Ironman
408,2021-12-03,22:00:00,"1 day, 0:10:20",2,Anabelle
409,2021-12-04,8:00:00,9:45:00,1,Frozen
410,2021-12-04,11:00:00,12:45:30,1,Rio
411,2021-12-04,14:00:00,16:12:05,1,Ironman
412,2021-12-04,17:00:00,18:45:00,1,Frozen
413,2021-12-04,20:00:00,21:45:30,1,Rio
414,2021-12-04,22:00:00,"1 day, 0:12:05",1,Ironman
415,2021-12-04,8:00:00,10:12:05,2,Ironman
416,2021-12-04,11:00:00,12:45:00,2,Frozen
417,2021-12-04,14:00:00,16:10:20,2,Anabelle
418,2021-12-04,17:00:00,18:45:00,2,Frozen
419,2021-12-04,20:00:00,21:45:00,2,Frozen
420,2021-12-04,22:00:00,23:45:30,2,Rio
421,2021-12-05,8:00:00,9:45:30,1,Rio
422,2021-12-05,11:00:00,13:12:05,1,Ironman
423,2021-12-05,14:00:00,15:45:30,1,Rio
424,2021-12-05,17:00:00,19:10:20,1,Anabelle
425,2021-12-05,20:00:00,22:10:20,1,Anabelle
426,2021-12-05,22:00:00,"1 day, 0:10:20",1,Anabelle
427,2021-12-05,8:00:00,10:12:05,2,Ironman
428,2021-12-05,11:00:00,13:10:20,2,Anabelle
429,2021-12-05,14:00:00,15:45:30,2,Rio
430,2021-12-05,17:00:00,18:45:00,2,Frozen
431,2021-12-05,20:00:00,22:12:05,2,Ironman
432,2021-12-05,22:00:00,23:45:00,2,Frozen
433,2021-12-06,8:00:00,10:10:20,1,Anabelle
434,2021-12-06,11:00:00,13:10:20,1,Anabelle
435,2021-12-06,14:00:00,16:12:05,1,Ironman
436,2021-12-06,17:00:00,19:10:20,1,Anabelle
437,2021-12-06,20:00:00,22:10:20,1,Anabelle
438,2021-12-06,22:00:00,"1 day, 0:10:20",1,Anabelle
439,2021-12-06,8:00:00,10:10:20,2,Anabelle
440,2021-12-06,11:00:00,12:45:00,2,Frozen
441,2021-12-06,14:00:00,16:10:20,2,Anabelle
442,2021-12-06,17:00:00,19:10:20,2,Anabelle
443,2021-12-06,20:00:00,21:45:00,2,Frozen
444,2021-12-06,22:00:00,23:45:00,2,Frozen
445,2021-12-07,8:00:00,9:45:00,1,Frozen
446,2021-12-07,11:00:00,13:10:20,1,Anabelle
447,2021-12-07,14:00:00,15:45:30,1,Rio
448,2021-12-07,17:00:00,18:45:00,1,Frozen
449,2021-12-07,20:00:00,21:45:00,1,Frozen
450,2021-12-07,22:00:00,"1 day, 0:10:20",1,Anabelle
451,2021-12-07,8:00:00,9:45:30,2,Rio
452,2021-12-07,11:00:00,13:10:20,2,Anabelle
453,2021-12-07,14:00:00,16:12:05,2,Ironman
454,2021-12-07,17:00:00,18:45:30,2,Rio
455,2021-12-07,20:00:00,21:45:00,2,Frozen
456,2021-12-07,22:00:00,23:45:30,2,Rio
457,2021-12-08,8:00:00,9:45:00,1,Frozen
458,2021-12-08,11:00:00,12:45:00,1,Frozen
459,2021-12-08,14:00:00,16:10:20,1,Anabelle
460,2021-12-08,17:00:00,18:45:00,1,Frozen
461,2021-12-08,20:00:00,22:10:20,1,Anabelle
462,2021-12-08,22:00:00,"1 day, 0:12:05",1,Ironman
463,2021-12-08,8:00:00,9:45:00,2,Frozen
464,2021-12-08,11:00:00,12:45:00,2,Frozen
465,2021-12-08,14:00:00,16:10:20,2,Anabelle
466,2021-12-08,17:00:00,19:12:05,2,Ironman
467,2021-12-08,20:00:00,21:45:00,2,Frozen
468,2021-12-08,22:00:00,"1 day, 0:12:05",2,Ironman
469,2021-12-09,8:00:00,10:10:20,1,Anabelle
470,2021-12-09,11:00:00,13:10:20,1,Anabelle
471,2021-12-09,14:00:00,16:10:20,1,Anabelle
472,2021-12-09,17:00:00,19:10:20,1,Anabelle
473,2021-12-09,20:00:00,22:10:20,1,Anabelle
474,2021-12-09,22:00:00,23:45:00,1,Frozen
475,2021-12-09,8:00:00,9:45:00,2,Frozen
476,2021-12-09,11:00:00,12:45:00,2,Frozen
477,2021-12-09,14:00:00,16:12:05,2,Ironman
478,2021-12-09,17:00:00,19:12:05,2,Ironman
479,2021-12-09,20:00:00,22:10:20,2,Anabelle
480,2021-12-09,22:00:00,"1 day, 0:10:20",2,Anabelle
481,2021-12-10,8:00:00,9:45:30,1,Rio
482,2021-12-10,11:00:00,13:10:20,1,Anabelle
483,2021-12-10,14:00:00,16:10:20,1,Anabelle
484,2021-12-10,17:00:00,19:10:20,1,Anabelle
485,2021-12-10,20:00:00,21:45:00,1,Frozen
486,2021-12-10,22:00:00,23:45:00,1,Frozen
487,2021-12-10,8:00:00,10:12:05,2,Ironman
