No,Date,Start_time,End_time,hall,Now_show
112,2021-11-09,17:00:00,19:01:02,1,LionKing
113,2021-11-09,20:00:00,22:01:02,1,LionKing
114,2021-11-09,21:00:00,23:01:02,1,LionKing
115,2021-11-09,8:00:00,10:10:20,2,Anabelle
116,2021-11-09,11:00:00,13:10:20,2,Anabelle
117,2021-11-09,14:00:00,15:45:30,2,Rio
118,2021-11-09,17:00:00,19:01:02,2,LionKing
119,2021-11-09,20:00:00,21:45:30,2,Rio
120,2021-11-09,21:00:00,22:45:30,2,Rio
121,2021-11-10,8:00:00,10:10:20,1,Anabelle
122,2021-11-10,11:00:00,13:10:20,1,Anabelle
123,2021-11-10,14:00:00,16:01:02,1,LionKing
124,2021-11-10,17:00:00,18:45:30,1,Rio
125,2021-11-10,20:00:00,22:01:02,1,LionKing
126,2021-11-10,21:00:00,23:01:02,1,LionKing
127,2021-11-10,8:00:00,10:10:20,2,Anabelle
128,2021-11-10,11:00:00,13:01:02,2,LionKing
129,2021-11-10,14:00:00,16:01:02,2,LionKing
130,2021-11-10,17:00:00,19:10:20,2,Anabelle
131,2021-11-10,20:00:00,21:45:30,2,Rio
132,2021-11-10,21:00:00,22:45:30,2,Rio
133,2021-11-11,8:00:00,10:10:20,1,Anabelle
134,2021-11-11,11:00:00,13:10:20,1,Anabelle
135,2021-11-11,14:00:00,15:45:30,1,Rio
136,2021-11-11,17:00:00,19:01:02,1,LionKing
137,2021-11-11,20:00:00,22:10:20,1,Anabelle
138,2021-11-11,21:00:00,23:10:20,1,Anabelle
139,2021-11-11,8:00:00,10:01:02,2,LionKing
140,2021-11-11,11:00:00,13:10:20,2,Anabelle
141,2021-11-11,14:00:00,15:45:30,2,Rio
142,2021-11-11,17:00:00,18:45:30,2,Rio
143,2021-11-11,20:00:00,22:10:20,2,Anabelle
144,2021-11-11,21:00:00,22:45:30,2,Rio
145,2021-11-12,8:00:00,10:10:20,1,Anabelle
146,2021-11-12,11:00:00,13:01:02,1,LionKing
147,2021-11-12,14:00:00,16:10:20,1,Anabelle
148,2021-11-12,17:00:00,19:01:02,1,LionKing
149,2021-11-12,20:00:00,21:45:30,1,Rio
150,2021-11-12,21:00:00,23:10:20,1,Anabelle
151,2021-11-12,8:00:00,10:10:20,2,Anabelle
152,2021-11-12,11:00:00,12:45:30,2,Rio
153,2021-11-12,14:00:00,15:45:30,2,Rio
154,2021-11-12,17:00:00,18:45:30,2,Rio
155,2021-11-12,20:00:00,21:45:30,2,Rio
156,2021-11-12,21:00:00,22:45:30,2,Rio
157,2021-11-13,8:00:00,9:45:30,1,Rio
158,2021-11-13,11:00:00,13:10:20,1,Anabelle
159,2021-11-13,14:00:00,16:01:02,1,LionKing
160,2021-11-13,17:00:00,18:45:30,1,Rio
161,2021-11-13,20:00:00,22:10:20,1,Anabelle
162,2021-11-13,21:00:00,23:10:20,1,Anabelle
163,2021-11-13,8:00:00,10:10:20,2,Anabelle
164,2021-11-13,11:00:00,13:01:02,2,LionKing
165,2021-11-13,14:00:00,16:01:02,2,LionKing
166,2021-11-13,17:00:00,18:45:30,2,Rio
167,2021-11-13,20:00:00,22:01:02,2,LionKing
168,2021-11-13,21:00:00,22:45:30,2,Rio
169,2021-11-14,8:00:00,10:01:02,1,LionKing
170,2021-11-14,11:00:00,13:10:20,1,Anabelle
171,2021-11-14,14:00:00,15:45:30,1,Rio
172,2021-11-14,17:00:00,18:45:30,1,Rio
173,2021-11-14,20:00:00,21:45:30,1,Rio
174,2021-11-14,21:00:00,23:01:02,1,LionKing
175,2021-11-14,8:00:00,10:01:02,2,LionKing
176,2021-11-14,11:00:00,13:01:02,2,LionKing
177,2021-11-14,14:00:00,16:10:20,2,Anabelle
178,2021-11-14,17:00:00,18:45:30,2,Rio
179,2021-11-14,20:00:00,22:10:20,2,Anabelle
180,2021-11-14,21:00:00,22:45:30,2,Rio
181,2021-11-15,8:00:00,10:10:20,1,Anabelle
182,2021-11-15,11:00:00,13:10:20,1,Anabelle
183,2021-11-15,14:00:00,16:01:02,1,LionKing
184,2021-11-15,17:00:00,19:01:02,1,LionKing
185,2021-11-15,20:00:00,22:01:02,1,LionKing
186,2021-11-15,21:00:00,22:45:30,1,Rio
187,2021-11-15,8:00:00,10:01:02,2,LionKing
188,2021-11-15,11:00:00,13:10:20,2,Anabelle
189,2021-11-15,14:00:00,16:01:02,2,LionKing
190,2021-11-15,17:00:00,19:10:20,2,Anabelle
191,2021-11-15,20:00:00,22:10:20,2,Anabelle
192,2021-11-15,21:00:00,23:01:02,2,LionKing
193,2021-11-16,8:00:00,10:10:20,1,Anabelle
194,2021-11-16,11:00:00,13:10:20,1,Anabelle
195,2021-11-16,14:00:00,16:10:20,1,Anabelle
196,2021-11-16,17:00:00,19:10:20,1,Anabelle
197,2021-11-16,20:00:00,21:45:30,1,Rio
198,2021-11-16,21:00:00,23:10:20,1,Anabelle
199,2021-11-16,8:00:00,10:01:02,2,LionKing
200,2021-11-16,11:00:00,12:45:30,2,Rio
201,2021-11-16,14:00:00,16:10:20,2,Anabelle
202,2021-11-16,17:00:00,18:45:30,2,Rio
203,2021-11-16,20:00:00,22:01:02,2,LionKing
204,2021-11-16,21:00:00,23:10:20,2,Anabelle
205,2021-11-17,8:00:00,10:01:02,1,LionKing
206,2021-11-17,11:00:00,13:10:20,1,Anabelle
207,2021-11-17,14:00:00,16:10:20,1,Anabelle
208,2021-11-17,17:00:00,18:45:30,1,Rio
209,2021-11-17,20:00:00,22:01:02,1,LionKing
210,2021-11-17,21:00:00,23:01:02,1,LionKing
211,2021-11-17,8:00:00,9:45:30,2,Rio
212,2021-11-17,11:00:00,13:01:02,2,LionKing
213,2021-11-17,14:00:00,16:01:02,2,LionKing
214,2021-11-17,17:00:00,18:45:30,2,Rio
215,2021-11-17,20:00:00,21:45:30,2,Rio
216,2021-11-17,21:00:00,23:01:02,2,LionKing
217,2021-11-18,8:00:00,10:01:02,1,LionKing
218,2021-11-18,11:00:00,13:01:02,1,LionKing
219,2021-11-18,14:00:00,16:10:20,1,Anabelle
220,2021-11-18,17:00:00,19:01:02,1,LionKing
221,2021-11-18,20:00:00,22:10:20,1,Anabelle
222,2021-11-18,21:00:00,23:01:02,1,LionKing
223,2021-11-18,8:00:00,10:10:20,2,Anabelle
224,2021-11-18,11:00:00,12:45:30,2,Rio
225,2021-11-18,14:00:00,16:10:20,2,Anabelle
226,2021-11-18,17:00:00,18:45:30,2,Rio
227,2021-11-18,20:00:00,22:10:20,2,Anabelle
228,2021-11-18,21:00:00,23:01:02,2,LionKing
229,2021-11-19,8:00:00,10:10:20,1,Anabelle
230,2021-11-19,11:00:00,13:01:02,1,LionKing
231,2021-11-19,14:00:00,16:01:02,1,LionKing
232,2021-11-19,17:00:00,19:10:20,1,Anabelle
233,2021-11-19,20:00:00,21:45:30,1,Rio
234,2021-11-19,21:00:00,23:10:20,1,Anabelle
235,2021-11-19,8:00:00,10:10:20,2,Anabelle
236,2021-11-19,11:00:00,13:01:02,2,LionKing
237,2021-11-19,14:00:00,15:45:30,2,Rio
238,2021-11-19,17:00:00,19:10:20,2,Anabelle
239,2021-11-19,20:00:00,22:01:02,2,LionKing
240,2021-11-19,21:00:00,23:01:02,2,LionKing
241,2021-11-20,8:00:00,10:01:02,1,LionKing
242,2021-11-20,11:00:00,13:10:20,1,Anabelle
243,2021-11-20,14:00:00,15:45:30,1,Rio
244,2021-11-20,17:00:00,19:01:02,1,LionKing
245,2021-11-20,20:00:00,22:01:02,1,LionKing
246,2021-11-20,21:00:00,23:10:20,1,Anabelle
247,2021-11-20,8:00:00,10:10:20,2,Anabelle
248,2021-11-20,11:00:00,12:45:30,2,Rio
249,2021-11-20,14:00:00,16:01:02,2,LionKing
250,2021-11-20,17:00:00,18:45:30,2,Rio
251,2021-11-20,20:00:00,22:01:02,2,LionKing
252,2021-11-20,21:00:00,23:01:02,2,LionKing
253,2021-11-21,8:00:00,9:45:30,1,Rio
254,2021-11-21,11:00:00,13:10:20,1,Anabelle
255,2021-11-21,14:00:00,15:45:30,1,Rio
256,2021-11-21,17:00:00,19:10:20,1,Anabelle
257,2021-11-21,20:00:00,22:01:02,1,LionKing
258,2021-11-21,21:00:00,23:01:02,1,LionKing
259,2021-11-21,8:00:00,10:10:20,2,Anabelle
260,2021-11-21,11:00:00,12:45:30,2,Rio
261,2021-11-21,14:00:00,16:01:02,2,LionKing
262,2021-11-21,17:00:00,19:10:20,2,Anabelle
263,2021-11-21,20:00:00,22:01:02,2,LionKing
264,2021-11-21,21:00:00,23:10:20,2,Anabelle
265,2021-11-22,8:00:00,9:45:30,1,Rio
266,2021-11-22,11:00:00,12:45:30,1,Rio
267,2021-11-22,14:00:00,16:10:20,1,Anabelle
268,2021-11-22,17:00:00,19:01:02,1,LionKing
269,2021-11-22,20:00:00,21:45:30,1,Rio
270,2021-11-22,21:00:00,23:01:02,1,LionKing
271,2021-11-22,8:00:00,10:01:02,2,LionKing
272,2021-11-22,11:00:00,13:10:20,2,Anabelle
273,2021-11-22,14:00:00,16:10:20,2,Anabelle
274,2021-11-22,17:00:00,18:45:30,2,Rio
275,2021-11-22,20:00:00,22:10:20,2,Anabelle
276,2021-11-22,21:00:00,23:01:02,2,LionKing
277,2021-11-23,8:00:00,9:45:00,1,Frozen
278,2021-11-23,11:00:00,13:10:20,1,Anabelle
279,2021-11-23,14:00:00,15:45:30,1,Rio
280,2021-11-23,17:00:00,18:45:00,1,Frozen
281,2021-11-23,20:00:00,22:01:02,1,LionKing
282,2021-11-23,21:00:00,23:10:20,1,Anabelle
283,2021-11-23,8:00:00,9:45:30,2,Rio
284,2021-11-23,11:00:00,12:45:30,2,Rio
285,2021-11-23,14:00:00,16:10:20,2,Anabelle
286,2021-11-23,17:00:00,18:45:00,2,Frozen
287,2021-11-23,20:00:00,21:45:00,2,Frozen
288,2021-11-23,21:00:00,23:10:20,2,Anabelle
289,2021-11-24,8:00:00,10:10:20,1,Anabelle
290,2021-11-24,11:00:00,13:10:20,1,Anabelle
291,2021-11-24,14:00:00,16:01:02,1,LionKing
292,2021-11-24,17:00:00,18:45:30,1,Rio
293,2021-11-24,20:00:00,21:45:30,1,Rio
294,2021-11-24,21:00:00,22:45:00,1,Frozen
295,2021-11-24,8:00:00,10:01:02,2,LionKing
296,2021-11-24,11:00:00,13:10:20,2,Anabelle
297,2021-11-24,14:00:00,16:01:02,2,LionKing
298,2021-11-24,17:00:00,18:45:30,2,Rio
299,2021-11-24,20:00:00,22:10:20,2,Anabelle
300,2021-11-24,21:00:00,22:45:00,2,Frozen
301,2021-11-25,8:00:00,9:45:30,1,Rio
302,2021-11-25,11:00:00,13:01:02,1,LionKing
303,2021-11-25,14:00:00,16:01:02,1,LionKing
304,2021-11-25,17:00:00,19:01:02,1,LionKing
305,2021-11-25,20:00:00,21:45:30,1,Rio
306,2021-11-25,21:00:00,23:10:20,1,Anabelle
307,2021-11-25,8:00:00,9:45:00,2,Frozen
308,2021-11-25,11:00:00,12:45:30,2,Rio
309,2021-11-25,14:00:00,15:45:00,2,Frozen
310,2021-11-25,17:00:00,18:45:00,2,Frozen
311,2021-11-25,20:00:00,22:10:20,2,Anabelle
312,2021-11-25,21:00:00,23:10:20,2,Anabelle
313,2021-11-26,8:00:00,9:45:30,1,Rio
314,2021-11-26,11:00:00,12:45:30,1,Rio
315,2021-11-26,14:00:00,16:10:20,1,Anabelle
316,2021-11-26,17:00:00,18:45:30,1,Rio
317,2021-11-26,20:00:00,21:45:30,1,Rio
318,2021-11-26,21:00:00,22:45:30,1,Rio
319,2021-11-26,8:00:00,9:45:30,2,Rio
320,2021-11-26,11:00:00,12:45:30,2,Rio
321,2021-11-26,14:00:00,16:10:20,2,Anabelle
322,2021-11-26,17:00:00,18:45:30,2,Rio
323,2021-11-26,20:00:00,22:10:20,2,Anabelle
324,2021-11-26,21:00:00,22:45:30,2,Rio
325,2021-11-27,8:00:00,9:45:00,1,Frozen
326,2021-11-27,11:00:00,13:12:05,1,Ironman
327,2021-11-27,14:00:00,16:12:05,1,Ironman
328,2021-11-27,17:00:00,19:10:20,1,Anabelle
329,2021-11-27,20:00:00,22:12:05,1,Ironman
330,2021-11-27,21:00:00,22:45:30,1,Rio
331,2021-11-27,8:00:00,9:45:00,2,Frozen
332,2021-11-27,11:00:00,13:10:20,2,Anabelle
333,2021-11-27,14:00:00,15:45:30,2,Rio
334,2021-11-27,17:00:00,18:45:30,2,Rio
335,2021-11-27,20:00:00,22:10:20,2,Anabelle
336,2021-11-27,21:00:00,22:45:30,2,Rio
337,2021-11-28,8:00:00,10:10:20,1,Anabelle
338,2021-11-28,11:00:00,13:12:05,1,Ironman
339,2021-11-28,14:00:00,15:45:00,1,Frozen
340,2021-11-28,17:00:00,19:12:05,1,Ironman
341,2021-11-28,20:00:00,22:10:20,1,Anabelle
342,2021-11-28,21:00:00,23:12:05,1,Ironman
343,2021-11-28,8:00:00,10:12:05,2,Ironman
344,2021-11-28,11:00:00,13:12:05,2,Ironman
345,2021-11-28,14:00:00,15:45:30,2,Rio
346,2021-11-28,17:00:00,19:10:20,2,Anabelle
347,2021-11-28,20:00:00,21:45:00,2,Frozen
348,2021-11-28,21:00:00,22:45:30,2,Rio
349,2021-11-29,8:00:00,10:12:05,1,Ironman
350,2021-11-29,11:00:00,13:12:05,1,Ironman
351,2021-11-29,14:00:00,16:10:20,1,Anabelle
352,2021-11-29,17:00:00,18:45:30,1,Rio
353,2021-11-29,20:00:00,21:45:00,1,Frozen
354,2021-11-29,21:00:00,22:45:30,1,Rio
355,2021-11-29,8:00:00,9:45:30,2,Rio
356,2021-11-29,11:00:00,13:12:05,2,Ironman
357,2021-11-29,14:00:00,16:12:05,2,Ironman
358,2021-11-29,17:00:00,19:12:05,2,Ironman
359,2021-11-29,20:00:00,21:45:30,2,Rio
360,2021-11-29,21:00:00,23:10:20,2,Anabelle
361,2021-11-30,8:00:00,9:45:30,1,Rio
362,2021-11-30,11:00:00,13:10:20,1,Anabelle
363,2021-11-30,14:00:00,16:10:20,1,Anabelle
364,2021-11-30,17:00:00,18:45:30,1,Rio
365,2021-11-30,20:00:00,21:45:30,1,Rio
366,2021-11-30,21:00:00,22:45:00,1,Frozen
367,2021-11-30,8:00:00,9:45:00,2,Frozen
368,2021-11-30,11:00:00,12:45:00,2,Frozen
369,2021-11-30,14:00:00,16:12:05,2,Ironman
370,2021-11-30,17:00:00,19:10:20,2,Anabelle
371,2021-11-30,20:00:00,21:45:00,2,Frozen
372,2021-11-30,21:00:00,22:45:30,2,Rio
373,2021-12-01,8:00:00,9:45:30,1,Rio
374,2021-12-01,11:00:00,12:45:00,1,Frozen
375,2021-12-01,14:00:00,15:45:30,1,Rio
376,2021-12-01,17:00:00,19:10:20,1,Anabelle
377,2021-12-01,20:00:00,21:45:00,1,Frozen
378,2021-12-01,21:00:00,23:10:20,1,Anabelle
379,2021-12-01,8:00:00,10:12:05,2,Ironman
380,2021-12-01,11:00:00,12:45:30,2,Rio
381,2021-12-01,14:00:00,15:45:30,2,Rio
382,2021-12-01,17:00:00,18:45:00,2,Frozen
383,2021-12-01,20:00:00,22:10:20,2,Anabelle
384,2021-12-01,21:00:00,22:45:30,2,Rio
385,2021-12-02,8:00:00,9:45:00,1,Frozen
386,2021-12-02,11:00:00,12:45:00,1,Frozen
387,2021-12-02,14:00:00,16:12:05,1,Ironman
388,2021-12-02,17:00:00,18:45:00,1,Frozen
389,2021-12-02,20:00:00,21:45:30,1,Rio
390,2021-12-02,21:00:00,22:45:00,1,Frozen
391,2021-12-02,8:00:00,9:45:00,2,Frozen
392,2021-12-02,11:00:00,13:12:05,2,Ironman
393,2021-12-02,14:00:00,16:12:05,2,Ironman
394,2021-12-02,17:00:00,19:12:05,2,Ironman
395,2021-12-02,20:00:00,22:10:20,2,Anabelle
396,2021-12-02,21:00:00,23:12:05,2,Ironman
397,2021-12-03,8:00:00,10:12:05,1,Ironman
398,2021-12-03,11:00:00,12:45:00,1,Frozen
399,2021-12-03,14:00:00,15:45:00,1,Frozen
400,2021-12-03,17:00:00,19:10:20,1,Anabelle
401,2021-12-03,20:00:00,22:12:05,1,Ironman
402,2021-12-03,21:00:00,23:12:05,1,Ironman
403,2021-12-03,8:00:00,9:45:30,2,Rio
404,2021-12-03,11:00:00,13:12:05,2,Ironman
405,2021-12-03,14:00:00,16:10:20,2,Anabelle
406,2021-12-03,17:00:00,18:45:30,2,Rio
407,2021-12-03,20:00:00,21:45:30,2,Rio
408,2021-12-03,21:00:00,22:45:30,2,Rio
409,2021-12-04,8:00:00,9:45:00,1,Frozen
410,2021-12-04,11:00:00,12:45:30,1,Rio
411,2021-12-04,14:00:00,15:45:30,1,Rio
412,2021-12-04,17:00:00,18:45:30,1,Rio
413,2021-12-04,20:00:00,22:12:05,1,Ironman
414,2021-12-04,21:00:00,23:12:05,1,Ironman
415,2021-12-04,8:00:00,10:12:05,2,Ironman
416,2021-12-04,11:00:00,13:12:05,2,Ironman
417,2021-12-04,14:00:00,15:45:00,2,Frozen
418,2021-12-04,17:00:00,18:45:00,2,Frozen
419,2021-12-04,20:00:00,21:45:00,2,Frozen
420,2021-12-04,21:00:00,23:12:05,2,Ironman
421,2021-12-05,8:00:00,9:45:30,1,Rio
422,2021-12-05,11:00:00,13:10:20,1,Anabelle
423,2021-12-05,14:00:00,15:45:30,1,Rio
424,2021-12-05,17:00:00,18:45:30,1,Rio
425,2021-12-05,20:00:00,22:12:05,1,Ironman
426,2021-12-05,21:00:00,22:45:30,1,Rio
427,2021-12-05,8:00:00,9:45:00,2,Frozen
428,2021-12-05,11:00:00,12:45:30,2,Rio
429,2021-12-05,14:00:00,15:45:00,2,Frozen
430,2021-12-05,17:00:00,18:45:00,2,Frozen
431,2021-12-05,20:00:00,21:45:30,2,Rio
432,2021-12-05,21:00:00,23:12:05,2,Ironman
433,2021-12-06,8:00:00,10:12:05,1,Ironman
434,2021-12-06,11:00:00,12:45:30,1,Rio
435,2021-12-06,14:00:00,16:12:05,1,Ironman
436,2021-12-06,17:00:00,18:45:30,1,Rio
437,2021-12-06,20:00:00,21:45:30,1,Rio
438,2021-12-06,21:00:00,22:45:00,1,Frozen
439,2021-12-06,8:00:00,10:12:05,2,Ironman
440,2021-12-06,11:00:00,13:10:20,2,Anabelle
441,2021-12-06,14:00:00,15:45:00,2,Frozen
442,2021-12-06,17:00:00,18:45:30,2,Rio
443,2021-12-06,20:00:00,21:45:00,2,Frozen
444,2021-12-06,21:00:00,22:45:00,2,Frozen
445,2021-12-07,8:00:00,10:10:20,1,Anabelle
446,2021-12-07,11:00:00,13:10:20,1,Anabelle
447,2021-12-07,14:00:00,16:10:20,1,Anabelle
448,2021-12-07,17:00:00,19:10:20,1,Anabelle
449,2021-12-07,20:00:00,22:12:05,1,Ironman
450,2021-12-07,21:00:00,22:45:30,1,Rio
451,2021-12-07,8:00:00,9:45:00,2,Frozen
452,2021-12-07,11:00:00,12:45:30,2,Rio
453,2021-12-07,14:00:00,16:10:20,2,Anabelle
454,2021-12-07,17:00:00,19:12:05,2,Ironman
455,2021-12-07,20:00:00,22:12:05,2,Ironman
456,2021-12-07,21:00:00,23:10:20,2,Anabelle
457,2021-12-08,8:00:00,10:10:20,1,Anabelle
458,2021-12-08,11:00:00,13:10:20,1,Anabelle
459,2021-12-08,14:00:00,15:45:00,1,Frozen
460,2021-12-08,17:00:00,19:12:05,1,Ironman
461,2021-12-08,20:00:00,22:10:20,1,Anabelle
462,2021-12-08,21:00:00,22:45:00,1,Frozen
463,2021-12-08,8:00:00,9:45:30,2,Rio
464,2021-12-08,11:00:00,12:45:00,2,Frozen
465,2021-12-08,14:00:00,16:12:05,2,Ironman
466,2021-12-08,17:00:00,19:12:05,2,Ironman
467,2021-12-08,20:00:00,22:10:20,2,Anabelle
468,2021-12-08,21:00:00,23:12:05,2,Ironman
469,2021-12-09,8:00:00,10:10:20,1,Anabelle
470,2021-12-09,11:00:00,12:45:30,1,Rio
471,2021-12-09,14:00:00,15:45:30,1,Rio
472,2021-12-09,17:00:00,18:45:00,1,Frozen
473,2021-12-09,20:00:00,21:45:00,1,Frozen
474,2021-12-09,21:00:00,22:45:30,1,Rio
475,2021-12-09,8:00:00,9:45:00,2,Frozen
476,2021-12-09,11:00:00,13:10:20,2,Anabelle
477,2021-12-09,14:00:00,16:10:20,2,Anabelle
478,2021-12-09,17:00:00,18:45:00,2,Frozen
479,2021-12-09,20:00:00,21:45:00,2,Frozen
480,2021-12-09,21:00:00,23:10:20,2,Anabelle
481,2021-12-10,8:00:00,10:12:05,1,Ironman
482,2021-12-10,11:00:00,13:10:20,1,Anabelle
483,2021-12-10,14:00:00,16:12:05,1,Ironman
484,2021-12-10,17:00:00,19:10:20,1,Anabelle
485,2021-12-10,20:00:00,21:45:30,1,Rio
486,2021-12-10,21:00:00,22:45:00,1,Frozen
487,2021-12-10,8:00:00,9:45:30,2,Rio
488,2021-12-10,11:00:00,13:12:05,2,Ironman
489,2021-12-10,14:00:00,15:45:30,2,Rio
490,2021-12-10,17:00:00,18:45:30,2,Rio
491,2021-12-10,20:00:00,22:12:05,2,Ironman
492,2021-12-10,21:00:00,22:45:00,2,Frozen
493,2021-12-11,8:00:00,9:45:30,1,Rio
494,2021-12-11,11:00:00,12:45:00,1,Frozen
495,2021-12-11,14:00:00,16:10:20,1,Anabelle
496,2021-12-11,17:00:00,18:45:30,1,Rio
497,2021-12-11,20:00:00,22:10:20,1,Anabelle
498,2021-12-11,21:00:00,23:10:20,1,Anabelle
499,2021-12-11,8:00:00,9:45:30,2,Rio
